name,office,date,text,name_clean,bgimg_trump,bgimg_martial,bgimg_notes,logo_trump,logo_martial,logo_notes,page_payment_request_button_enabled,page_donor_buckets_enabled,organization_uid,organization_name,description,og_title,og_description,og_url,og_site_name,og_locale,og_type,twitter_card,twitter_url,twitter_title,twitter_description,ref_number
Mo Brooks,AL-SEN,4/24/2021,"Help elect a proven conservative to the Senate! For donation via mail, please send a check to P.O. Box 4678 Huntsville, AL 35815",mo_brooks,1,0,,1,0,Same as BGIMG,TRUE,FALSE,rv_org_6KNvU36Z2qWJ2gfUBWqGZGoc,WinRed,"<p><span style=""font-size: 18pt;""><strong>Help elect a proven conservative to the Senate!</strong></span></p>
<p><strong style=""text-align: center;"">For donation via mail, please send a check to P.O. Box 4678 Huntsville, AL 35815&nbsp;</strong></p>",Donate to Mo Brooks for Senate,Help elect a proven conservative to the Senate.,https://secure.winred.com/mobrooks/donate?sc=winred-directory&money_bomb=false&recurring=false,WinRed,en_US,website,summary_large_image,https://secure.winred.com/mobrooks/donate,Donate to Mo Brooks for Senate,Help elect a proven conservative to the Senate.,33
Tom Cotton,AR-SEN,4/24/2021,"Thank you! I'm doing everything I can to fight the Democrat obstruction, but I can't do it alone. Can I count on you to make a critical gift of $5, $25, or $50 to stand with me?",tom_cotton,0,0,,0,0,,FALSE,FALSE,rv_org_6KNvU36Z2qWJ2gfUBWqGZGoc,WinRed,"I'm doing everything I can to fight the Democrat obstruction, but I can't do it alone.",Tom Cotton for Senate,Donate Today,https://secure.winred.com/tom-cotton/donate,WinRed,en_US,website,summary_large_image,https://secure.winred.com/tom-cotton/donate,Tom Cotton for Senate,Donate Today,34
John Boozman,AR-SEN,4/24/2021,"Whether he’s getting our veterans the care they need, protecting Medicare and Social Security for our seniors, improving our kid’s education or helping our businesses, the people of Arkansas know John Boozman puts us first. Support John Boozman for US Senate!",john_boozman,0,0,,0,0,,TRUE,FALSE,rv_org_6KNvU36Z2qWJ2gfUBWqGZGoc,WinRed,"<p style=""text-align: center;"">Whether he’s getting our veterans the care they need, protecting Medicare and Social Security for our seniors, improving our kid’s education or helping our businesses, the people of Arkansas know John Boozman puts us first.&nbsp;</p>
<p style=""text-align: center;""><strong>Support John Boozman for US Senate!</strong></p>",Support John Boozman for US Senate!,Thank you for your generous support,https://secure.winred.com/boozman-for-arkansas/donate?sc=winred-directory&money_bomb=false&recurring=false,WinRed,en_US,website,summary_large_image,https://secure.winred.com/boozman-for-arkansas/donate,Support John Boozman for US Senate!,Thank you for your generous support,35
Elizabeth Heng,CA-SEN,4/24/2021,Donate to Elizabeth Heng for Senate!,elizabeth_heng,0,0,,0,0,,TRUE,FALSE,rv_org_6KNvU36Z2qWJ2gfUBWqGZGoc,WinRed,"<p style=""text-align: center;""><strong><span style=""font-size: 18pt;"">Donate to Elizabeth Heng for Senate!</span></strong></p>",Donate to Elizabeth Heng for Senate!,WinRed - Our technology changes how conservative &amp; center-right groups fundraise online. Join now to start winning in 2020!,https://secure.winred.com/elizabeth-heng-for-senate/donate-today?sc=winred-directory&money_bomb=false&recurring=false,WinRed,en_US,website,summary_large_image,https://secure.winred.com/elizabeth-heng-for-senate/donate-today,Donate to Elizabeth Heng for Senate!,WinRed - Our technology changes how conservative &amp; center-right groups fundraise online. Join now to start winning in 2020!,36
Marco Rubio,FL-SEN,4/24/2021,LET'S WORK TOGETHER TO FIGHT FOR OUR VALUES. CHIP IN TODAY!,marco_rubio,0,0,,0,0,,TRUE,FALSE,rv_org_6KNvU36Z2qWJ2gfUBWqGZGoc,WinRed,Marco Rubio,Marco Rubio for Senate,Chip in to Donate to Marco Rubio!,https://secure.winred.com/marco-rubio-for-senate/website,WinRed,en_US,website,summary_large_image,https://secure.winred.com/marco-rubio-for-senate/website,Marco Rubio for Senate,Chip in to Donate to Marco Rubio!,37
Rick Scott,FL-SEN,4/24/2021,Thank you for your support. -Rick Scott,rick_scott,0,0,,0,0,,FALSE,FALSE,rv_org_6KNvU36Z2qWJ2gfUBWqGZGoc,WinRed,"<p>Thank you for your support.</p>
<p>-Rick Scott</p>",WinRed - Conservatives’ #1 fundraising technology,WinRed - Our technology changes how conservative &amp; center-right groups fundraise online. Join now to start winning in 2020!,https://secure.winred.com/teamrickscott/fight-back?sc=winred-directory&money_bomb=false&recurring=false,WinRed,en_US,website,summary_large_image,https://secure.winred.com/teamrickscott/fight-back,WinRed - Conservatives’ #1 fundraising technology,WinRed - Our technology changes how conservative &amp; center-right groups fundraise online. Join now to start winning in 2020!,38
Joni Ernst,IA-SEN,4/24/2021,"JONI ERNST IS A MOTHER, A SOLDIER AND A LEADER. Join Joni's fight to win back our Republican Senate majority by contributing any amount:",joni_ernst,0,0,,0,0,,TRUE,FALSE,rv_org_6KNvU36Z2qWJ2gfUBWqGZGoc,WinRed,"<p style=""text-align: center;""><span style=""font-size: 18pt; font-family: arial, helvetica, sans-serif; color: #172759;""><span style=""font-size: 18.6667px; text-align: left; background-color: #ffffff;""><strong>JONI ERNST</strong> IS A&nbsp;</span><strong><span style=""font-size: 18.6667px; text-align: left; background-color: #ffffff;"">MOTHER</span></strong><span style=""font-size: 18.6667px; text-align: left; background-color: #ffffff;"">, A&nbsp;</span><strong><span style=""font-size: 18.6667px; text-align: left; background-color: #ffffff;"">SOLDIER</span></strong><span style=""font-size: 18.6667px; text-align: left; background-color: #ffffff;"">&nbsp;AND A&nbsp;</span><strong><span style=""font-size: 18.6667px; text-align: left; background-color: #ffffff;"">LEADER</span></strong></span><span style=""font-size: 18pt; font-family: arial, helvetica, sans-serif; color: #172759;""><strong><span style=""font-size: 18.6667px; text-align: left; background-color: #ffffff;"">.</span></strong></span></p>
<p style=""text-align: center;""></p>
<p style=""text-align: center;""><span style=""font-size: 9pt; font-family: 'Times New Roman'; color: #000000; background-color: transparent;""></span><span style=""color: #172759; font-family: arial, helvetica, sans-serif; font-size: 14pt;"">Join Joni's fight to <strong>win back our Republican Senate majority</strong> by contributing any amount:</span></p>
<h3 style=""text-align: center; color: #43525e; font-family: 'Open Sans', sans-serif; background-color: #ffffff; font-size: 1.25em !important;""></h3>",Joni Ernst for U.S. Senate,Join Joni's fight to win back the Senate Majority and advance Iowa's priorities! Chip in today!,https://secure.winred.com/joni-ernst/donate-to-joni/?recurring=true&utm_campaign=20201021_house.100711_refuse_t1037229-526&utm_medium=sms&utm_source=house.100711,WinRed,en_US,website,summary_large_image,https://secure.winred.com/joni-ernst/donate-to-joni,Joni Ernst for U.S. Senate,Join Joni's fight to win back the Senate Majority and advance Iowa's priorities! Chip in today!,39
Chuck Grassley,IA-SEN,4/24/2021,"A leading conservative voice in the United States Senate, Chuck Grassley is working harder than ever for Iowans.",chuck_grassley,0,0,,0,0,,FALSE,FALSE,rv_org_6KNvU36Z2qWJ2gfUBWqGZGoc,WinRed,"<p><span style=""font-size: 16px;"">A leading conservative voice in the United States Senate, Chuck Grassley is working harder than ever for Iowans.&nbsp;</span></p>",Donate Today,"A leading conservative voice in the United States Senate, Chuck Grassley is working harder than ever for Iowans.",https://secure.winred.com/grassley/donate?sc=winred-directory&money_bomb=false&recurring=false,WinRed,en_US,website,summary_large_image,https://secure.winred.com/grassley/donate,Donate Today,"A leading conservative voice in the United States Senate, Chuck Grassley is working harder than ever for Iowans.",40
James Risch,ID-SEN,4/24/2021,"Donate Today Jim Risch earned his reputation as a popular “no-nonsense, get the job done leader” as Idaho’s Governor where he cut property taxes by 20%, bringing property tax relief to Idaho taxpayer. His foresight also provided $100 million in a rainy day fund for public schools that was desperately needed during the economic downturn.",james_risch,0,0,,0,0,,FALSE,FALSE,rv_org_6KNvU36Z2qWJ2gfUBWqGZGoc,WinRed,"Donate Today Jim Risch earned his reputation as a popular “no-nonsense, get the job done leader” as Idaho’s Governor where he cut property taxes by 20%, bringing property tax relief to Idaho taxpayer. ",WinRed - Conservatives’ #1 fundraising technology,WinRed - Our technology changes how conservative &amp; center-right groups fundraise online. Join now to start winning in 2020!,https://secure.winred.com/risch/donate?sc=winred-directory,WinRed,en_US,website,summary_large_image,https://secure.winred.com/risch/donate,WinRed - Conservatives’ #1 fundraising technology,WinRed - Our technology changes how conservative &amp; center-right groups fundraise online. Join now to start winning in 2020!,41
Mike Crapo,ID-SEN,4/24/2021,Mike Crapo is an unwavering conservative who proudly represents the people of Idaho in the U.S. Senate. Donate today! Support Mike Crapo for Senate!,mike_crapo,0,0,,0,0,,TRUE,FALSE,rv_org_6KNvU36Z2qWJ2gfUBWqGZGoc,WinRed,"<p style=""text-align: center;""><strong>Mike Crapo is an unwavering conservative who proudly represents the people of Idaho in the U.S. Senate. Donate today!</strong></p>
<p style=""text-align: center;""><strong>Support Mike Crapo for Senate!</strong></p>",Support Mike Crapo for Senate,Donate Today!,https://secure.winred.com/mike-crapo-for-us-senate/donate?sc=winred-directory&money_bomb=false&recurring=false,WinRed,en_US,website,summary_large_image,https://secure.winred.com/mike-crapo-for-us-senate/donate,Support Mike Crapo for Senate,Donate today!,42
Todd Young,IN-SEN,4/24/2021,"Todd Young stands proudly for the ideals of limited, effective government and individual liberty. In the US Senate, he's fighting to protect the uniquely American freedoms you and your family enjoy. CONTRIBUTE TODAY TO HELP TODD TAKE BACK THE SENATE AND DEFEND CONSERVATIVE VALUES:",todd_young,0,0,,0,0,,TRUE,FALSE,rv_org_6KNvU36Z2qWJ2gfUBWqGZGoc,WinRed,"<p style=""text-align: center;""><strong><span style=""color: #00334d; font-size: 14pt; background-color: #ffffff;"">Todd Young stands proudly for the ideals of limited, effective government and individual liberty. </span></strong></p>
<p style=""text-align: center;""><strong><span style=""color: #00334d; font-size: 14pt; background-color: #ffffff;"">In the US Senate, he's fighting to protect the uniquely American freedoms you and your family enjoy.</span></strong><strong><span style=""color: #00334d; font-size: 14pt; background-color: #ffffff;""></span></strong></p>
<p style=""text-align: center;""><span style=""background-color: #ffff00;""><strong style=""color: #00334d; font-size: 18.6667px; text-align: center; background-color: #ffff00;"">CONTRIBUTE TODAY TO HELP TODD TAKE BACK THE SENATE AND DEFEND CONSERVATIVE VALUES:</strong></span></p>",Todd Young for Senate,Thanks for your support!,https://secure.winred.com/todd-young/toddyoung,WinRed,en_US,website,summary_large_image,https://secure.winred.com/todd-young/toddyoung,Todd Young for Senate,Thanks for your support!,43
Mike Braun,IN-SEN,4/24/2021,Democrats are working overtime to push Socialism on our nation. I am working to protect conservative values for ALL AMERICANS Chip in today to help me drain the swamp and fight back against the radical Left.,mike_braun,0,0,,0,0,,FALSE,FALSE,rv_org_6KNvU36Z2qWJ2gfUBWqGZGoc,WinRed,"<p style=""text-align: center;""><span style=""text-decoration: underline; color: #000000;""><span style=""font-size: 14pt;""><strong>Democrats are working overtime to push Socialism on our nation.</strong></span></span></p>
<p style=""text-align: center;""><span style=""font-family: 'arial black', sans-serif; color: #000000;""><strong><span style=""font-size: 14pt;"">I am working to protect&nbsp;conservative values for <span style=""text-decoration: underline;"">ALL AMERICANS</span></span></strong></span></p>
<p style=""text-align: center;""><span style=""font-family: 'arial black', sans-serif; color: #000000;""><strong><span style=""font-size: 14pt;""><span style=""text-decoration: underline;""></span></span></strong></span></p>
<p style=""text-align: center;""><span style=""color: #000000;""><em><span style=""font-family: 'trebuchet ms', geneva, sans-serif; font-size: 18pt;""><strong>Chip in today to help me drain the swamp and fight back against the radical Left.&nbsp;</strong></span></em></span></p>",Mike Braun for Indiana,Donate Today,https://secure.winred.com/braun/donate?sc=winred-directory&money_bomb=false&recurring=false,WinRed,en_US,website,summary_large_image,https://secure.winred.com/braun/donate,Mike Braun for Indiana,Donate Today,44
